CHROMATOGRAM,
GC27_1.raw,
Data points: 42010,
Time,Intensity
23.3,5493
23.301667,5494
23.303333,5495
23.305,5494
23.306667,5493
23.308333,5490
23.31,5489
23.311667,5488
23.313333,5488
23.315,5493
23.316667,5495
23.318333,5497
23.32,5494
23.321667,5490
23.323333,5489
23.325,5487
23.326667,5489
23.328333,5491
23.33,5496
23.331667,5500
23.333333,5504
23.335,5505
23.336667,5503
23.338333,5502
23.34,5503
23.341667,5504
23.343333,5509
23.345,5516
23.346667,5521
23.348333,5525
23.35,5532
23.351667,5536
23.353333,5539
23.355,5543
23.356667,5547
23.358333,5548
23.36,5552
23.361667,5556
23.363333,5560
23.365,5566
23.366667,5578
23.368333,5588
23.37,5597
23.371667,5608
23.373333,5620
23.375,5628
23.376667,5635
23.378333,5640
23.38,5648
23.381667,5656
23.383333,5667
23.385,5677
23.386667,5691
23.388333,5706
23.39,5724
23.391667,5740
23.393333,5752
23.395,5763
23.396667,5773
23.398333,5779
23.4,5784
23.401667,5791
23.403333,5800
23.405,5810
23.406667,5821
23.408333,5829
23.41,5837
23.411667,5842
23.413333,5847
23.415,5852
23.416667,5854
23.418333,5855
23.42,5856
23.421667,5856
23.423333,5856
23.425,5853
23.426667,5849
23.428333,5844
23.43,5840
23.431667,5835
23.433333,5828
23.435,5818
23.436667,5807
23.438333,5794
23.44,5782
23.441667,5768
23.443333,5755
23.445,5744
23.446667,5734
23.448333,5727
23.45,5720
23.451667,5713
23.453333,5703
23.455,5693
23.456667,5685
23.458333,5679
23.46,5673
23.461667,5668
23.463333,5662
23.465,5660
23.466667,5660
23.468333,5662
23.47,5662
23.471667,5663
23.473333,5666
23.475,5669
23.476667,5671
23.478333,5674
23.48,5676
23.481667,5682
23.483333,5690
23.485,5695
23.486667,5700
23.488333,5707
23.49,5713
23.491667,5718
23.493333,5725
23.495,5736
23.496667,5750
23.498333,5766
23.5,5780
23.501667,5794
23.503333,5808
23.505,5821
23.506667,5831
23.508333,5842
23.51,5852
23.511667,5864
23.513333,5876
23.515,5890
23.516667,5903
23.518333,5914
23.52,5923
23.521667,5932
23.523333,5940
23.525,5946
23.526667,5952
23.528333,5957
23.53,5959
23.531667,5963
23.533333,5963
23.535,5963
23.536667,5962
23.538333,5962
23.54,5958
23.541667,5951
23.543333,5946
23.545,5940
23.546667,5930
23.548333,5921
23.55,5913
23.551667,5909
23.553333,5905
23.555,5902
23.556667,5896
23.558333,5888
23.56,5883
23.561667,5879
23.563333,5873
23.565,5866
23.566667,5861
23.568333,5856
23.57,5848
23.571667,5842
23.573333,5834
23.575,5827
23.576667,5823
23.578333,5820
23.58,5815
23.581667,5811
23.583333,5805
23.585,5798
23.586667,5791
23.588333,5786
23.59,5783
23.591667,5783
23.593333,5783
23.595,5782
23.596667,5780
23.598333,5777
23.6,5773
23.601667,5768
23.603333,5763
23.605,5757
23.606667,5749
23.608333,5741
23.61,5735
23.611667,5732
23.613333,5727
23.615,5723
23.616667,5721
23.618333,5718
23.62,5712
23.621667,5703
23.623333,5692
23.625,5683
23.626667,5676
23.628333,5669
23.63,5661
23.631667,5656
23.633333,5649
23.635,5639
23.636667,5630
23.638333,5620
23.64,5611
23.641667,5602
23.643333,5594
23.645,5587
23.646667,5582
23.648333,5578
23.65,5572
23.651667,5564
23.653333,5559
23.655,5554
23.656667,5549
23.658333,5545
23.66,5541
23.661667,5541
23.663333,5537
23.665,5534
23.666667,5529
23.668333,5525
23.67,5522
23.671667,5522
23.673333,5522
23.675,5521
23.676667,5521
23.678333,5521
23.68,5517
23.681667,5515
23.683333,5512
23.685,5511
23.686667,5510
23.688333,5510
23.69,5508
23.691667,5507
23.693333,5509
23.695,5511
23.696667,5511
23.698333,5514
23.7,5517
23.701667,5518
23.703333,5518
23.705,5517
23.706667,5515
23.708333,5514
23.71,5515
23.711667,5515
23.713333,5516
23.715,5517
23.716667,5519
23.718333,5520
23.72,5520
23.721667,5520
23.723333,5519
23.725,5519
23.726667,5518
23.728333,5517
23.73,5518
23.731667,5519
23.733333,5519
23.735,5518
23.736667,5518
23.738333,5518
23.74,5516
23.741667,5515
23.743333,5514
23.745,5515
23.746667,5518
23.748333,5521
23.75,5522
23.751667,5523
23.753333,5527
23.755,5527
23.756667,5527
23.758333,5530
23.76,5534
23.761667,5541
23.763333,5547
23.765,5553
23.766667,5562
23.768333,5573
23.77,5585
23.771667,5595
23.773333,5605
23.775,5616
23.776667,5628
23.778333,5640
23.78,5650
23.781667,5664
23.783333,5681
23.785,5702
23.786667,5725
23.788333,5750
23.79,5772
23.791667,5794
23.793333,5815
23.795,5834
23.796667,5855
23.798333,5877
23.8,5899
23.801667,5923
23.803333,5952
23.805,5980
23.806667,6007
23.808333,6033
23.81,6055
23.811667,6077
23.813333,6101
23.815,6124
23.816667,6146
23.818333,6167
23.82,6189
23.821667,6206
23.823333,6220
23.825,6233
23.826667,6239
23.828333,6245
23.83,6249
23.831667,6250
23.833333,6247
23.835,6240
23.836667,6230
23.838333,6216
23.84,6199
23.841667,6182
23.843333,6159
23.845,6137
23.846667,6116
23.848333,6095
23.85,6073
23.851667,6052
23.853333,6030
23.855,6007
23.856667,5984
23.858333,5962
23.86,5936
23.861667,5912
23.863333,5890
23.865,5869
23.866667,5848
23.868333,5827
23.87,5809
23.871667,5792
23.873333,5778
23.875,5766
23.876667,5754
23.878333,5743
23.88,5735
23.881667,5732
23.883333,5730
23.885,5728
23.886667,5727
23.888333,5727
23.89,5728
23.891667,5733
23.893333,5738
23.895,5743
23.896667,5750
23.898333,5762
23.9,5770
23.901667,5777
23.903333,5783
23.905,5790
23.906667,5797
23.908333,5804
23.91,5810
23.911667,5816
23.913333,5823
23.915,5833
23.916667,5838
23.918333,5844
23.92,5849
23.921667,5852
23.923333,5854
23.925,5855
23.926667,5855
23.928333,5858
23.93,5861
23.931667,5862
23.933333,5861
23.935,5863
23.936667,5862
23.938333,5858
23.94,5855
23.941667,5850
23.943333,5845
23.945,5838
23.946667,5828
23.948333,5816
23.95,5807
23.951667,5796
23.953333,5784
23.955,5771
23.956667,5757
23.958333,5746
23.96,5732
23.961667,5717
23.963333,5704
23.965,5693
23.966667,5682
23.968333,5671
23.97,5662
23.971667,5653
23.973333,5644
23.975,5636
23.976667,5624
23.978333,5613
23.98,5603
23.981667,5596
23.983333,5589
23.985,5588
23.986667,5587
23.988333,5586
23.99,5587
23.991667,5585
23.993333,5584
23.995,5586
23.996667,5586
23.998333,5589
24,5596
24.001667,5608
24.003333,5617
24.005,5629
24.006667,5640
24.008333,5654
24.01,5670
24.011667,5688
24.013333,5703
24.015,5720
24.016667,5740
24.018333,5760
24.02,5779
24.021667,5802
24.023333,5826
24.025,5853
24.026667,5882
24.028333,5909
24.03,5932
24.031667,5954
24.033333,5972
24.035,5990
24.036667,6004
24.038333,6019
24.04,6033
24.041667,6046
24.043333,6060
24.045,6072
24.046667,6084
24.048333,6095
24.05,6103
24.051667,6111
24.053333,6113
24.055,6112
24.056667,6109
24.058333,6102
24.06,6091
24.061667,6080
24.063333,6069
24.065,6059
24.066667,6048
24.068333,6041
24.07,6033
24.071667,6024
24.073333,6016
24.075,6005
24.076667,5992
24.078333,5974
24.08,5952
24.081667,5928
24.083333,5903
24.085,5880
24.086667,5858
24.088333,5836
24.09,5818
24.091667,5802
24.093333,5787
24.095,5767
24.096667,5747
24.098333,5726
24.1,5706
24.101667,5687
24.103333,5670
24.105,5654
24.106667,5642
24.108333,5631
24.11,5622
24.111667,5612
24.113333,5602
24.115,5589
24.116667,5574
24.118333,5559
24.12,5544
24.121667,5530
24.123333,5519
24.125,5512
24.126667,5507
24.128333,5503
24.13,5498
24.131667,5490
24.133333,5481
24.135,5473
24.136667,5464
24.138333,5456
24.14,5450
24.141667,5447
24.143333,5445
24.145,5444
24.146667,5443
24.148333,5442
24.15,5443
24.151667,5443
24.153333,5444
24.155,5444
24.156667,5445
24.158333,5446
24.16,5448
24.161667,5451
24.163333,5455
24.165,5458
24.166667,5461
24.168333,5462
24.17,5464
24.171667,5467
24.173333,5468
24.175,5470
24.176667,5474
24.178333,5478
24.18,5483
24.181667,5488
24.183333,5491
24.185,5493
24.186667,5497
24.188333,5503
24.19,5507
24.191667,5512
24.193333,5518
24.195,5523
24.196667,5529
24.198333,5536
24.2,5539
24.201667,5541
24.203333,5544
24.205,5545
24.206667,5546
24.208333,5545
24.21,5546
24.211667,5547
24.213333,5550
24.215,5554
24.216667,5559
24.218333,5564
24.22,5569
24.221667,5571
24.223333,5571
24.225,5567
24.226667,5562
24.228333,5558
24.23,5553
24.231667,5550
24.233333,5547
24.235,5545
24.236667,5546
24.238333,5546
24.24,5545
24.241667,5547
24.243333,5549
24.245,5553
24.246667,5556
24.248333,5556
24.25,5555
24.251667,5557
24.253333,5558
24.255,5558
24.256667,5558
24.258333,5561
24.26,5564
24.261667,5565
24.263333,5564
24.265,5560
24.266667,5560
24.268333,5564
24.27,5565
24.271667,5566
24.273333,5566
24.275,5567
24.276667,5568
24.278333,5567
24.28,5567
24.281667,5564
24.283333,5566
24.285,5568
24.286667,5569
24.288333,5571
24.29,5572
24.291667,5573
24.293333,5573
24.295,5572
24.296667,5570
24.298333,5568
24.3,5569
24.301667,5568
24.303333,5568
24.305,5568
24.306667,5565
24.308333,5561
24.31,5554
24.311667,5547
24.313333,5542
24.315,5539
24.316667,5538
24.318333,5538
24.32,5537
24.321667,5536
24.323333,5535
24.325,5533
24.326667,5530
24.328333,5528
24.33,5525
24.331667,5523
24.333333,5524
24.335,5525
24.336667,5526
24.338333,5526
24.34,5528
24.341667,5527
24.343333,5529
24.345,5529
24.346667,5529
24.348333,5530
24.35,5530
24.351667,5529
24.353333,5528
24.355,5527
24.356667,5527
24.358333,5527
24.36,5527
24.361667,5529
24.363333,5531
24.365,5533
24.366667,5536
24.368333,5539
24.37,5545
24.371667,5553
24.373333,5562
24.375,5568
24.376667,5572
24.378333,5578
24.38,5583
24.381667,5586
24.383333,5589
24.385,5591
24.386667,5595
24.388333,5601
24.39,5607
24.391667,5608
24.393333,5608
24.395,5609
24.396667,5609
24.398333,5604
24.4,5600
24.401667,5595
24.403333,5593
24.405,5592
24.406667,5591
24.408333,5588
24.41,5586
24.411667,5585
24.413333,5582
24.415,5577
24.416667,5571
24.418333,5563
24.42,5557
24.421667,5550
24.423333,5544
24.425,5539
24.426667,5536
24.428333,5534
24.43,5530
24.431667,5527
24.433333,5521
24.435,5515
24.436667,5509
24.438333,5503
24.44,5497
24.441667,5493
24.443333,5488
24.445,5485
24.446667,5483
24.448333,5482
24.45,5479
24.451667,5477
24.453333,5477
24.455,5479
24.456667,5479
24.458333,5481
24.46,5480
24.461667,5482
24.463333,5483
24.465,5484
24.466667,5485
24.468333,5486
24.47,5489
24.471667,5492
24.473333,5491
24.475,5490
24.476667,5485
24.478333,5486
24.48,5487
24.481667,5490
24.483333,5494
24.485,5498
24.486667,5502
24.488333,5503
24.49,5503
24.491667,5500
24.493333,5496
24.495,5493
24.496667,5491
24.498333,5488
24.5,5485
24.501667,5484
24.503333,5485
24.505,5486
24.506667,5488
24.508333,5486
24.51,5484
24.511667,5482
24.513333,5479
24.515,5474
24.516667,5469
24.518333,5464
24.52,5462
24.521667,5460
24.523333,5455
24.525,5451
24.526667,5449
24.528333,5444
24.53,5438
24.531667,5435
24.533333,5433
24.535,5430
24.536667,5428
24.538333,5428
24.54,5425
24.541667,5425
24.543333,5423
24.545,5420
24.546667,5418
24.548333,5418
24.55,5419
24.551667,5416
24.553333,5416
24.555,5413
24.556667,5410
24.558333,5407
24.56,5405
24.561667,5404
24.563333,5405
24.565,5404
24.566667,5405
24.568333,5403
24.57,5402
24.571667,5396
24.573333,5391
24.575,5387
24.576667,5385
24.578333,5382
24.58,5382
24.581667,5382
24.583333,5381
24.585,5380
24.586667,5381
24.588333,5377
24.59,5375
24.591667,5374
24.593333,5373
24.595,5371
24.596667,5370
24.598333,5369
24.6,5366
24.601667,5364
24.603333,5364
24.605,5361
24.606667,5361
24.608333,5361
24.61,5362
24.611667,5363
24.613333,5365
24.615,5368
24.616667,5364
24.618333,5362
24.62,5360
24.621667,5359
24.623333,5359
24.625,5359
24.626667,5360
24.628333,5362
24.63,5365
24.631667,5366
24.633333,5365
24.635,5368
24.636667,5371
24.638333,5376
24.64,5378
24.641667,5379
24.643333,5378
24.645,5374
24.646667,5372
24.648333,5370
24.65,5369
24.651667,5369
24.653333,5369
24.655,5372
24.656667,5373
24.658333,5372
24.66,5370
24.661667,5369
24.663333,5372
24.665,5371
24.666667,5372
24.668333,5370
24.67,5370
24.671667,5371
24.673333,5368
24.675,5365
24.676667,5363
24.678333,5362
24.68,5362
24.681667,5360
24.683333,5358
24.685,5355
24.686667,5355
24.688333,5354
24.69,5351
24.691667,5346
24.693333,5344
24.695,5344
24.696667,5343
24.698333,5341
24.7,5338
24.701667,5337
24.703333,5338
24.705,5338
24.706667,5338
24.708333,5337
24.71,5339
24.711667,5344
24.713333,5345
24.715,5346
24.716667,5346
24.718333,5344
24.72,5342
24.721667,5340
24.723333,5340
24.725,5344
24.726667,5348
24.728333,5355
24.73,5360
24.731667,5365
24.733333,5369
24.735,5371
24.736667,5373
24.738333,5375
24.74,5376
24.741667,5378
24.743333,5378
24.745,5381
24.746667,5384
24.748333,5387
24.75,5388
24.751667,5390
24.753333,5391
24.755,5391
24.756667,5391
24.758333,5391
24.76,5389
24.761667,5391
24.763333,5394
24.765,5396
24.766667,5395
24.768333,5394
24.77,5391
24.771667,5386
24.773333,5385
24.775,5384
24.776667,5384
24.778333,5387
24.78,5389
24.781667,5391
24.783333,5392
24.785,5391
24.786667,5390
24.788333,5388
24.79,5385
24.791667,5384
24.793333,5382
24.795,5382
24.796667,5381
24.798333,5382
24.8,5381
24.801667,5383
24.803333,5385
24.805,5385
24.806667,5385
24.808333,5385
24.81,5385
24.811667,5385
24.813333,5387
24.815,5388
24.816667,5387
24.818333,5386
24.82,5385
24.821667,5383
24.823333,5383
24.825,5383
24.826667,5385
24.828333,5386
24.83,5390
24.831667,5395
24.833333,5400
24.835,5403
24.836667,5405
24.838333,5408
24.84,5407
24.841667,5406
24.843333,5404
24.845,5405
24.846667,5406
24.848333,5409
24.85,5412
24.851667,5413
24.853333,5414
24.855,5416
24.856667,5416
24.858333,5416
24.86,5417
24.861667,5420
24.863333,5422
24.865,5423
24.866667,5426
24.868333,5425
24.87,5426
24.871667,5428
24.873333,5428
24.875,5427
24.876667,5428
24.878333,5430
24.88,5430
24.881667,5431
24.883333,5435
24.885,5434
24.886667,5435
24.888333,5437
24.89,5439
24.891667,5438
24.893333,5436
24.895,5434
24.896667,5430
24.898333,5426
24.9,5423
24.901667,5417
24.903333,5413
24.905,5410
24.906667,5409
24.908333,5408
24.91,5406
24.911667,5405
24.913333,5403
24.915,5401
24.916667,5398
24.918333,5394
24.92,5390
24.921667,5386
24.923333,5382
24.925,5379
24.926667,5373
24.928333,5367
24.93,5361
24.931667,5357
24.933333,5355
24.935,5353
24.936667,5351
24.938333,5349
24.94,5349
24.941667,5346
24.943333,5340
24.945,5333
24.946667,5327
24.948333,5325
24.95,5324
24.951667,5321
24.953333,5320
24.955,5321
24.956667,5322
24.958333,5319
24.96,5317
24.961667,5315
24.963333,5314
24.965,5317
24.966667,5316
24.968333,5315
24.97,5314
24.971667,5311
24.973333,5310
24.975,5307
24.976667,5304
24.978333,5301
24.98,5299
24.981667,5297
24.983333,5296
24.985,5295
24.986667,5294
24.988333,5294
24.99,5296
24.991667,5294
24.993333,5291
24.995,5289
24.996667,5288
24.998333,5287
25,5289
25.001667,5291
25.003333,5295
25.005,5299
25.006667,5300
25.008333,5299
25.01,5298
25.011667,5299
25.013333,5298
25.015,5297
25.016667,5296
25.018333,5298
25.02,5300
25.021667,5300
25.023333,5300
25.025,5301
25.026667,5302
25.028333,5302
25.03,5301
25.031667,5299
25.033333,5297
25.035,5297
25.036667,5298
25.038333,5301
25.04,5303
25.041667,5307
25.043333,5309
25.045,5309
25.046667,5309
25.048333,5308
25.05,5307
25.051667,5307
25.053333,5306
25.055,5305
25.056667,5302
25.058333,5302
25.06,5302
25.061667,5302
25.063333,5301
25.065,5301
25.066667,5301
25.068333,5300
25.07,5298
25.071667,5296
25.073333,5296
25.075,5298
25.076667,5300
25.078333,5302
25.08,5302
25.081667,5304
25.083333,5304
25.085,5304
25.086667,5304
25.088333,5305
25.09,5305
25.091667,5307
25.093333,5308
25.095,5311
25.096667,5313
25.098333,5318
25.1,5320
25.101667,5324
25.103333,5328
25.105,5329
25.106667,5331
25.108333,5332
25.11,5330
25.111667,5328
25.113333,5328
25.115,5326
25.116667,5325
25.118333,5326
25.12,5328
25.121667,5330
25.123333,5333
25.125,5334
25.126667,5335
25.128333,5332
25.13,5330
25.131667,5327
25.133333,5326
25.135,5327
25.136667,5327
25.138333,5330
25.14,5332
25.141667,5333
25.143333,5334
25.145,5331
25.146667,5330
25.148333,5329
25.15,5329
25.151667,5327
25.153333,5327
25.155,5328
25.156667,5327
25.158333,5327
25.16,5327
25.161667,5323
25.163333,5322
25.165,5322
25.166667,5323
25.168333,5324
25.17,5326
25.171667,5327
25.173333,5327
25.175,5328
25.176667,5327
25.178333,5325
25.18,5327
25.181667,5327
25.183333,5329
25.185,5328
25.186667,5328
25.188333,5331
25.19,5331
25.191667,5334
25.193333,5337
25.195,5339
25.196667,5341
25.198333,5340
25.2,5338
25.201667,5336
25.203333,5332
25.205,5328
25.206667,5326
25.208333,5325
25.21,5325
25.211667,5325
25.213333,5325
25.215,5325
25.216667,5322
25.218333,5321
25.22,5318
25.221667,5316
25.223333,5317
25.225,5317
25.226667,5318
25.228333,5320
25.23,5321
25.231667,5320
25.233333,5319
25.235,5316
25.236667,5316
25.238333,5316
25.24,5318
25.241667,5320
25.243333,5321
25.245,5324
25.246667,5325
25.248333,5324
25.25,5323
25.251667,5321
25.253333,5318
25.255,5317
25.256667,5316
25.258333,5315
25.26,5312
25.261667,5312
25.263333,5312
25.265,5314
25.266667,5315
25.268333,5314
25.27,5315
25.271667,5317
25.273333,5319
25.275,5320
25.276667,5320
25.278333,5323
25.28,5327
25.281667,5330
25.283333,5331
25.285,5330
25.286667,5332
25.288333,5332
25.29,5331
25.291667,5330
25.293333,5329
25.295,5329
25.296667,5330
25.298333,5331
25.3,5332
25.301667,5336
25.303333,5339
25.305,5340
25.306667,5340
25.308333,5340
25.31,5338
25.311667,5335
25.313333,5332
25.315,5331
25.316667,5331
25.318333,5332
25.32,5333
25.321667,5333
25.323333,5335
25.325,5337
25.326667,5338
